,type,text
340,Command,"[-0.05067407  0.01668321 -0.00862317 -0.10039901 -0.16796774 -0.09543136
  0.05044125  0.0585092  -0.00154917 -0.12438814 -0.0062363  -0.07570795
 -0.09637035 -0.01707051 -0.1443662  -0.10913184 -0.06289032 -0.03102569
  0.10329762  0.03017983  0.0396244   0.00340904  0.14749879  0.17786705
 -0.03881842  0.03566189  0.03021019 -0.0705785   0.05367799 -0.09434305
  0.12397297  0.09966329  0.03057464  0.06319003  0.04328901  0.01853482
  0.00031057  0.17992507  0.02018435 -0.06508587 -0.21905376  0.02084963
 -0.06272554 -0.04345746  0.2839538   0.1511755   0.0290571  -0.07917418
  0.11297084 -0.05949061 -0.13757339 -0.15299024  0.07297043 -0.07108843
  0.06015681  0.09198575  0.17887609  0.08029841 -0.0394114   0.03290487
 -0.03332028  0.03481074  0.12575343  0.03652578  0.17126848 -0.191595
  0.0220487   0.07946596  0.2924715  -0.22001499 -0.07254647  0.00706184
  0.15514186 -0.03322157  0.09163518  0.04023965 -0.04443537 -0.03370903
  0.18297033 -0.06588688  0.12951896 -0.11982819  0.0667192   0.08401392
  0.01830365 -0.0163325  -0.10575315  0.14000665  0.11328755  0.09143734
 -0.13171782  0.04523358  0.1176044  -0.09861224 -0.02104184 -0.05509489
  0.18902786  0.09091997  0.01163616  0.0187713 ]"
341,Command,"[ 0.04518929 -0.09361752 -0.1368878  -0.0508519   0.12440899 -0.03793837
  0.05563723  0.1375513   0.09333215 -0.06577349 -0.05514273  0.21425349
  0.05286407 -0.0256181   0.06373527 -0.17019558 -0.05755176  0.07562495
 -0.04258617 -0.08877778 -0.10621858  0.03114326  0.1714508   0.18200493
 -0.10167364  0.03376567 -0.02787095 -0.06324679  0.13483427 -0.09635663
 -0.07514754  0.05977974 -0.10332491  0.03516935 -0.13320212 -0.13550682
 -0.02998793  0.1363581  -0.05648282 -0.03456376 -0.03418773  0.18798088
 -0.03654912  0.00661061 -0.14452487  0.10755333 -0.03520182 -0.04559782
  0.09916764  0.00127963 -0.07354235 -0.10514153  0.05026554  0.05359061
 -0.06615089  0.05188602  0.04079194 -0.08579502  0.2718805  -0.17746426
 -0.01170109  0.09396532 -0.0068881   0.06636592 -0.03294212 -0.25473765
 -0.19829677  0.22716379  0.33884916 -0.09243947 -0.0079176  -0.06049992
  0.14496045 -0.09177456  0.00860577  0.09973475  0.08878538  0.10060877
  0.08844948 -0.09530804  0.13654073 -0.11309455  0.0470814   0.01989028
 -0.08693531 -0.04672742 -0.06310212  0.04026344  0.10911451 -0.07024949
  0.10893353 -0.01880463  0.1596666   0.04980757  0.08724871  0.10333151
 -0.14491026 -0.01619518 -0.00850196  0.10269755]"
342,Command,"[-0.07920518  0.01440212  0.10558794 -0.24686785  0.09628247 -0.06688584
  0.15229134  0.09455787 -0.0230458  -0.05040035  0.20528647  0.1771439
 -0.04311618 -0.00672372 -0.04362549 -0.40617046 -0.10989396  0.33935776
  0.1506764  -0.129917    0.07612131  0.2453934   0.04134069  0.06616231
 -0.09631522  0.1314843  -0.09355131  0.0565571   0.08528533 -0.04260073
  0.02731714 -0.13327809  0.11294828 -0.06915754  0.1186869  -0.09327837
  0.26692137  0.21140142  0.15366231  0.05561312 -0.06321801 -0.01336687
 -0.10740902  0.17736235  0.05356239 -0.01662458 -0.12559643 -0.13201836
 -0.2558236   0.16777675  0.09777083  0.1689924   0.05832008 -0.02126118
 -0.10638981  0.10593164 -0.12821941 -0.1481249   0.0564801   0.11866127
  0.18516982 -0.10615675  0.09869996 -0.2333976   0.11044767 -0.04904632
  0.03872665  0.17885247  0.35677686  0.01417672 -0.07103898 -0.05327786
 -0.21673958 -0.06007837  0.04887523 -0.25385913  0.1287612  -0.02965737
 -0.13822581 -0.07529454  0.1964358   0.19013622  0.11613454 -0.13938752
  0.02347091  0.02310352 -0.3266992   0.08441164  0.07018515 -0.08380532
  0.11054324  0.16713823 -0.06564879 -0.05320789  0.18429914 -0.10971363
  0.25646737  0.13326679  0.25550926 -0.10149875]"
343,Command,"[ 0.0258815   0.03574025  0.04114686  0.06416485 -0.11478338 -0.04075159
  0.11777687  0.06383294  0.12177193  0.00253254  0.05303356  0.16562282
 -0.00660962  0.03940163 -0.08846296 -0.03731526 -0.18522854 -0.05022358
 -0.1067892  -0.18742733  0.11731354  0.07990318  0.22699437 -0.03759357
  0.0240907  -0.14087053  0.00254285 -0.02812768  0.06485428 -0.02414913
  0.19578554  0.08197176 -0.0061767   0.12290083  0.00457207  0.04730814
  0.14349625  0.1920018  -0.02967748 -0.04482614 -0.09734102  0.05908762
 -0.01348036 -0.03291259  0.2596128   0.01566469 -0.14899027 -0.01456527
  0.06377867 -0.0851639  -0.17191249  0.07889762  0.01723318  0.05998953
 -0.0929241   0.06195631  0.02013613  0.07622606  0.02307118 -0.13064903
  0.09656447 -0.03427774 -0.09742115  0.08748595  0.31945187 -0.2124804
 -0.08233032  0.09708367  0.19359668 -0.1274383  -0.16451854  0.00324121
  0.02170977  0.01154756  0.14883228 -0.05867669  0.10033403 -0.03381618
  0.12584707  0.12060636  0.00474407 -0.22387992 -0.15081453  0.02938746
 -0.08137386  0.09864689 -0.12974796  0.21438706  0.05991504  0.01778032
 -0.0797492   0.0884954   0.08945768 -0.00697611  0.06476304 -0.078099
  0.16991293  0.1558709   0.10958692 -0.00244233]"
344,Command,"[-0.08409929  0.14461616  0.12446793  0.04131466  0.0641424   0.02554479
  0.18575701  0.0993382  -0.15258344 -0.10475349  0.2728208   0.17497934
  0.07344508 -0.15187684 -0.07839912 -0.09761304 -0.08439883  0.2833914
  0.12942144 -0.2779202   0.0590089   0.25945035  0.10183326 -0.01174401
  0.019757   -0.09522231  0.00832168  0.03171863  0.1522724  -0.02508248
 -0.08632033  0.17125739 -0.13148344 -0.00398011  0.22827712 -0.150076
  0.13347234  0.12034452  0.05923067 -0.06342795 -0.10262271 -0.0020119
 -0.08212157  0.10595471  0.22922444 -0.06370798  0.01843243 -0.05934261
 -0.16330776  0.18884596 -0.2020677   0.08379804  0.18929878 -0.02189084
 -0.17418596  0.10113585  0.0296759   0.02476655  0.14616741  0.19487469
 -0.00106671 -0.04517301  0.00682957  0.11684011  0.20992391 -0.07254475
 -0.02486387 -0.01563003  0.36045378  0.02531763  0.02439556 -0.14764535
 -0.0719418  -0.04403316  0.10717939 -0.18021978 -0.03415213  0.16268423
 -0.07374279  0.04279372  0.20898502 -0.22414021  0.15798247 -0.15639135
 -0.09322511  0.21740213 -0.2071058   0.30107462  0.15108995 -0.07663043
  0.12522914  0.13902028 -0.04106211  0.07750989  0.20708366 -0.14512514
  0.01880324  0.1469601   0.0726146  -0.0313709 ]"
345,Request,"[ 0.01957701  0.02070584  0.04152447 -0.07949725 -0.20894997  0.10418011
  0.14306924 -0.00546026 -0.01125129  0.03378185 -0.00231327 -0.02104543
  0.06046641 -0.00503905 -0.07430665 -0.10296343 -0.11070529  0.10279419
 -0.01890535 -0.04382861  0.12398248  0.04703909  0.09884752 -0.00660534
 -0.02533963 -0.02115912  0.12012511 -0.14107083 -0.01352214 -0.10436683
  0.17495133  0.08659862 -0.07195311  0.0725785   0.04634485  0.01465292
  0.05216753  0.13389057 -0.07806288 -0.00803202 -0.19798167 -0.07645439
 -0.08178441 -0.03761771  0.15888065  0.1027147  -0.05049321 -0.07503654
  0.04486203 -0.04941851 -0.01799336 -0.0361367   0.00623797  0.07392631
  0.07789759  0.07300998  0.13828506  0.2059789   0.09137452 -0.03370129
  0.09890699  0.05484405  0.06354917  0.08681206  0.04040565 -0.10414298
  0.07052574  0.00609379  0.04993486 -0.03050443 -0.1667087  -0.04991819
 -0.0203037  -0.07541105  0.09416727 -0.0250656  -0.20506914 -0.19627687
  0.14223902 -0.00262111  0.06552605 -0.13495341 -0.02917263 -0.05020981
 -0.17183982 -0.01645229 -0.09109794  0.12893857  0.1337541   0.0407942
 -0.0162372   0.00261033  0.19054805 -0.10099146 -0.04541832  0.07718988
  0.06802279 -0.07580756  0.1458966  -0.0071182 ]"
346,Command,"[-0.33413094  0.04820144  0.08490224 -0.17349392  0.14037925  0.06440385
  0.09728689  0.40914184  0.00771721 -0.01278647  0.2850845   0.29601818
  0.07704338 -0.03346069 -0.27025533 -0.58031493  0.09191769  0.39960468
  0.36572817 -0.14252687  0.19689037  0.43121973  0.28821564 -0.04916543
 -0.18830994  0.24452938 -0.3000148   0.06748758  0.07752658  0.11647604
 -0.28712362 -0.07063247  0.20715559 -0.33519214  0.21789996 -0.05796844
  0.5481814   0.00514741  0.2252729   0.10420487  0.07774971  0.26112622
 -0.34251848  0.21459693  0.45657486 -0.16953363 -0.03489518 -0.05578927
 -0.40951526  0.01832706 -0.07612418  0.19152519  0.11075734  0.02808404
  0.03255443  0.2985047   0.16539742 -0.050876    0.15659003  0.05447824
  0.2944698  -0.05777813  0.15348932 -0.08177128  0.28739274 -0.37091953
  0.00975304  0.18964465  0.35269964  0.1048058  -0.05207393 -0.11955069
 -0.18939243 -0.0353569  -0.02416005 -0.47193184  0.26673308  0.11230464
 -0.05389767 -0.08226508  0.59081095  0.04823678  0.1044671  -0.23798329
  0.11340531  0.12734284 -0.20964426 -0.0178632  -0.01408735  0.08542955
  0.2769671   0.29628894 -0.25729525  0.08726989  0.22433746 -0.2751908
  0.08489587  0.19793183  0.19677046 -0.213052  ]"
347,IndirectCommand,"[ 4.45267931e-02 -1.62203982e-03  2.16961771e-01  6.00470826e-02
 -6.92160949e-02 -6.51300624e-02  1.03607103e-01 -1.84315056e-01
  6.75204396e-02 -3.89730692e-01 -1.64357070e-02 -2.10280582e-01
  2.99355574e-02  1.89148523e-02 -2.30040252e-01 -4.28131185e-02
 -3.75287794e-02 -9.71978083e-02  1.02625564e-01  2.09391281e-01
 -9.74712893e-02 -3.69491018e-02  7.03429580e-02  9.47857648e-02
  2.30429232e-01 -1.26066297e-01  4.52304631e-02 -2.13955685e-01
  2.10373878e-01 -1.40076190e-01 -7.66306445e-02  4.88553233e-02
  4.66484055e-02 -4.69182581e-02  2.11409569e-01 -3.37871201e-02
 -2.09330022e-01  1.41570181e-01 -2.18223214e-01 -1.87530685e-02
 -2.12980419e-01  2.26422518e-01 -3.74744609e-02  7.20226318e-02
  2.16436759e-01  5.38984425e-02 -6.47863299e-02  6.72902390e-02
  2.65956186e-02  4.05735224e-02 -8.94131139e-03 -1.30070493e-01
 -2.81707291e-03 -4.75577861e-02 -8.78512338e-02 -7.32118562e-02
 -4.97001745e-02  7.08855242e-02  1.26420587e-01  5.14527336e-02
 -7.35578779e-03  3.44192870e-02  1.73266903e-01 -1.19258933e-01
  2.56024569e-01 -6.57556802e-02 -7.03960359e-02 -1.47642940e-01
  1.94931030e-01  7.36886859e-02 -7.26588815e-02  2.78237276e-02
  1.16268300e-01 -1.35593697e-01  1.96025103e-01  1.05332248e-01
 -3.91558781e-02 -3.15664336e-04  2.13963598e-01 -3.78226861e-02
  1.51321180e-02 -1.55500188e-01  1.90032721e-02  2.80769914e-03
 -7.12686405e-03 -1.11233942e-01 -1.58971831e-01  2.86169350e-03
  3.17214072e-01  4.51052859e-02 -2.52060235e-01  4.88405675e-02
  6.05518147e-02 -2.91757286e-04 -1.41778767e-01  1.79685652e-01
 -5.12571000e-02  6.07365668e-02  1.63565688e-02  1.19618267e-01]"
348,Command,"[-7.91491792e-02 -6.53136298e-02 -1.80824175e-02 -2.45771646e-01
  1.07189901e-02  2.30470538e-01 -8.23933333e-02  2.53415883e-01
 -3.15387279e-01  1.91058189e-01  2.24888965e-01  2.41908476e-01
 -7.31768012e-02 -2.70787925e-02 -3.53750408e-01 -2.63081312e-01
  6.17437735e-02 -3.45706940e-05 -3.92785184e-02 -1.86039299e-01
  7.59109855e-02  3.27631354e-01  2.09827214e-01 -3.58118892e-01
  2.06132293e-01 -3.26553285e-02 -1.25474691e-01  1.67176649e-01
  2.22655922e-01 -8.77457038e-02 -8.66862386e-02  1.90372109e-01
 -8.82993788e-02  2.15936720e-01  2.40309775e-01 -4.04464044e-02
  1.80284172e-01  3.80820706e-02  3.67853463e-01  1.53824776e-01
 -8.07177201e-02  4.20808375e-01 -9.27971303e-03  3.51163149e-02
  3.48629892e-01 -2.22509012e-01 -4.30301167e-02  7.05536827e-02
 -1.19524144e-01  6.10879920e-02 -1.70731500e-01 -1.01223946e-01
  3.33818585e-01  2.75876492e-01 -4.46916163e-01 -1.53251775e-02
 -1.76501587e-01  2.68253684e-02  8.78461003e-02  7.77277816e-03
  1.52736858e-01  2.87228227e-02 -3.18049699e-01 -2.70042628e-01
  8.44375938e-02 -2.48610780e-01 -1.29510924e-01  8.41265097e-02
  6.05373457e-02 -1.20701507e-01 -7.91748911e-02 -6.96211755e-02
  1.16183020e-01  1.00278512e-01  5.05479276e-02 -2.35077813e-02
  2.88646787e-01 -1.03552029e-01  3.70253734e-02  6.85973167e-02
  2.60954201e-01 -1.51569709e-01 -1.31192476e-01 -1.29523739e-01
  4.62790020e-02  1.45019680e-01 -1.15964860e-01  3.82504836e-02
  9.22093764e-02 -1.15400769e-01  1.21419892e-01  1.62278071e-01
 -1.12277612e-01 -1.54507324e-01 -2.07335502e-01 -3.14756572e-01
  1.42143101e-01  3.98875952e-01  2.53295213e-01 -7.49671012e-02]"
349,Command,"[ 3.11150067e-02 -7.38579594e-03  4.57789786e-02 -3.03139091e-02
 -2.15772450e-01 -3.54054868e-02  1.08648039e-01  7.79350176e-02
  8.40033814e-02 -2.56937146e-01  5.01928367e-02 -2.46818550e-02
 -8.15517083e-02 -4.60232943e-02 -4.90184687e-02 -1.28784403e-01
 -1.21545665e-01 -7.81978294e-02  7.56134614e-02  6.89701959e-02
  1.79393385e-02 -1.45343021e-01  1.27927080e-01  3.04417200e-02
  3.54597829e-02  8.34380910e-02  5.51548414e-03 -9.45521295e-02
  7.53336353e-03 -1.44061387e-01 -2.17249691e-02 -4.59596775e-02
  1.15748886e-02  4.20026556e-02  9.30907503e-02  1.78214032e-02
 -1.49098396e-01  1.85821354e-01 -6.76329830e-04 -3.74718606e-02
 -2.32724011e-01  7.19330162e-02 -1.36015162e-01  2.80199368e-02
  2.30462164e-01  1.74741894e-01 -6.76874816e-02 -2.80538481e-02
  1.39326200e-01  8.36491063e-02 -1.42609403e-01 -1.59706414e-01
  4.16687988e-02  8.21937323e-02  4.69429530e-02  3.01277451e-02
  6.48892894e-02  5.42791598e-02  9.12514403e-02  4.30279337e-02
  4.64487299e-02  1.08973989e-02  3.28699872e-02 -8.16291664e-03
  1.28254712e-01 -1.23705752e-01  2.52165515e-02  4.74214703e-02
  2.73013055e-01 -1.77792057e-01 -1.40000194e-01 -5.53505532e-02
  1.77775726e-01 -4.18667123e-02  1.49215922e-01  5.80923818e-02
  1.03993863e-02 -3.09214294e-02  1.74347162e-01  1.93617176e-02
 -8.83513968e-03 -2.46329412e-01  5.89221828e-02 -1.09488806e-02
  4.64961268e-02 -1.20378854e-02 -1.42379031e-01 -4.71904986e-02
  1.44686788e-01  1.48594558e-01 -2.10007131e-01  4.78552319e-02
  5.30318794e-05 -2.78792102e-02 -9.95795727e-02  5.64366905e-03
  1.46490723e-01  3.51840146e-02 -7.85613954e-02  7.63530880e-02]"
350,Request,"[-2.56618351e-01  1.01466075e-01  6.18572980e-02 -1.61448009e-02
  2.33291611e-02  1.17412083e-01  7.06754625e-02 -7.27128685e-02
 -4.51512150e-02  6.43409640e-02  7.85201341e-02  1.61645889e-01
 -8.29319358e-02  1.47659574e-02 -1.00284532e-01 -2.51589082e-02
 -8.63596499e-02 -1.06626712e-02  2.77174376e-02  5.80624752e-02
  1.44652814e-01  1.42183483e-01  6.60445690e-02 -3.59979793e-02
 -7.28305876e-02 -1.16282761e-01 -4.69301641e-03 -5.61629906e-02
  1.24104559e-01 -6.65700659e-02  2.63211101e-01 -1.03546232e-01
  5.01981638e-02 -2.40159761e-02  4.02195081e-02  1.39766678e-01
  5.11591025e-02  1.85332984e-01 -2.28255875e-02  8.49416703e-02
 -1.90589651e-02  1.52474016e-01 -8.72581303e-02  7.28357770e-03
  3.50781024e-01  2.02954501e-01 -1.04672864e-01 -1.34848714e-01
  7.10364953e-02  1.31834876e-02 -5.81506044e-02  1.46096461e-02
 -6.94704652e-02  7.46462941e-02  4.16720137e-02 -5.50076365e-05
  1.10356286e-01  4.86496277e-02  9.38613266e-02 -1.22818135e-01
  4.75652516e-02 -8.08561221e-02  1.36146083e-01 -1.60855025e-01
  1.29228354e-01 -3.06933224e-01  1.14622340e-02  7.32570514e-02
  1.65062994e-02 -9.32611525e-04 -2.20063359e-01  1.39401063e-01
  1.42348617e-01 -8.00724104e-02  1.64901346e-01 -1.74594596e-01
  3.54898870e-02 -5.17890528e-02  2.07505584e-01 -1.53559566e-01
  3.29532743e-01 -6.49024546e-03 -4.11366373e-02 -5.00224642e-02
 -2.30261907e-02 -1.28562406e-01 -3.61166708e-02  1.99001029e-01
 -7.83142820e-03 -8.24149400e-02  4.63734418e-02 -7.82171488e-02
 -7.91493952e-02 -2.20057443e-01  1.12013817e-02  5.32364361e-02
  1.74927831e-01  9.95082706e-02 -1.22388452e-03 -3.98659073e-02]"
351,Command,"[ 0.03183568  0.32592678 -0.07197592 -0.08818614  0.04710059  0.10011013
  0.0791656   0.04095378 -0.01867786  0.09597079  0.20179999  0.12992199
  0.11366314  0.10913979 -0.05834022 -0.25213388  0.11379693 -0.0710426
 -0.03655165  0.07124656 -0.04681198  0.10691015  0.26968676 -0.07874922
  0.04581234 -0.01983799  0.08773053  0.03053137  0.06023295 -0.0373081
 -0.38149267  0.16519073 -0.02216109  0.1404234  -0.02076252  0.05106137
  0.11639635  0.04575942  0.2079841  -0.01811886 -0.18548879  0.12576099
 -0.18412818  0.04933258  0.25233924 -0.03445438  0.08392049 -0.1266853
 -0.06902684  0.19921145 -0.02226578 -0.23522547  0.13079679 -0.18099532
 -0.14781997  0.05175384 -0.00155741 -0.17397405  0.01662336  0.12564926
 -0.15206173 -0.02433674 -0.07092178 -0.19881158  0.10148802 -0.17487854
 -0.26616278  0.12470684  0.20929672 -0.02751526 -0.25139195 -0.12163754
  0.12760706 -0.11937426  0.10600416 -0.16035259  0.21822785 -0.07717144
  0.08448553  0.12624304  0.2152442  -0.30460453 -0.09694291 -0.25888592
 -0.08837364  0.23204516 -0.24647933  0.05277795 -0.10461987 -0.0982844
  0.00401259  0.18585606 -0.1350956   0.08455802  0.02905207 -0.02172741
 -0.06212145  0.15986013  0.16772945 -0.11553223]"
352,Command,"[ 1.28206342e-01  1.14795640e-01  2.10314393e-02 -2.80384086e-02
 -4.07752357e-02 -1.18763238e-01  1.00397065e-01  1.14206020e-02
 -1.59405917e-01 -4.89207283e-02  8.07331316e-03  1.02367550e-01
 -7.59352744e-03 -3.73573080e-02 -1.65100873e-01 -3.82702053e-02
 -2.34604061e-01  4.24105451e-02  4.83301952e-02  8.29714444e-03
  3.00424993e-02  1.66749492e-01  1.82753488e-01  1.68128684e-01
  2.17884500e-03 -4.32343110e-02  1.04783490e-01 -5.29460423e-03
 -2.86510233e-02 -3.27020697e-02  8.55524391e-02  1.02949448e-01
  8.41418132e-02 -8.32848251e-02  8.05813894e-02  1.84977651e-02
  3.74934077e-02  1.76621512e-01  1.52454125e-02 -1.29024237e-01
 -8.79229456e-02  7.93605670e-03 -3.61070745e-02 -2.64026262e-02
  2.29947701e-01  3.87431011e-02 -2.64524985e-02 -2.21040100e-05
 -1.36964276e-01  7.92427957e-02  1.93589553e-02 -1.71359926e-01
  1.20385721e-01  4.73707840e-02 -1.70367166e-01 -3.45579535e-02
  3.15586105e-03  4.21616435e-02 -4.82174158e-02  4.21742722e-02
  4.73283492e-02  2.01660302e-02 -2.11098511e-02 -1.61978640e-02
  5.00696488e-02 -9.83649492e-02 -8.06338266e-02  1.16612688e-01
  2.07355529e-01 -2.02428043e-01 -3.59555855e-02 -3.93522903e-02
  3.70014273e-02  3.88739258e-02  1.10986277e-01  4.23901156e-02
 -8.88894871e-02 -7.93388858e-02  2.47677919e-02  1.70722425e-01
  1.81219094e-02 -9.03841481e-02  5.01784682e-02  2.13978380e-01
 -2.67474413e-01 -5.68027720e-02 -1.85340062e-01  2.90172786e-01
  7.99598470e-02 -3.37286815e-02  8.23578909e-02  1.07990116e-01
  9.25565660e-02 -2.82011703e-02  1.07788712e-01  2.71861963e-02
  9.44157690e-02 -1.01076923e-02  5.21236137e-02  3.72658148e-02]"
353,Request,"[ 0.06163771  0.02467988 -0.0150044   0.07749248  0.06932666 -0.08874929
  0.25244635  0.03818039  0.02093838 -0.01268242 -0.08529942  0.02072396
  0.03300855 -0.07768186 -0.0905685  -0.01750275 -0.13748696  0.11311667
 -0.03297356 -0.13698205  0.25686598 -0.10108379  0.13084808  0.06922989
 -0.04893665 -0.15328336  0.15879714 -0.07123171  0.01718707 -0.02759772
  0.16895775  0.11827596  0.02447225  0.0080194   0.09222983 -0.07371988
 -0.01392808  0.06974777 -0.12018059 -0.13587968 -0.2045969   0.1258591
 -0.00148293  0.20899615  0.00178452  0.01042392  0.02188773 -0.10591733
  0.24071825  0.02503614 -0.11036117 -0.05349113  0.16616645  0.0911267
 -0.2449718  -0.07124715 -0.10150963  0.11425207  0.07995539 -0.10853142
 -0.00374977 -0.06848449  0.05652846  0.14420624  0.26023397 -0.10900249
 -0.11279835  0.10168099  0.21123144 -0.20361018 -0.09949647 -0.02239719
 -0.04273297 -0.12454389  0.08006345 -0.00677021  0.10398205 -0.12851876
  0.12639198  0.16034536  0.07209259 -0.18106408  0.22325683  0.08442122
 -0.15229669 -0.05141465 -0.00952134  0.18255553  0.04354693 -0.15366323
  0.14886917  0.08697148  0.21105795 -0.04198044  0.11700745 -0.15670331
  0.00874486  0.04227247  0.05489393 -0.07233236]"
354,Command,"[-0.16567965  0.06545994 -0.02739771 -0.11200054 -0.17944387  0.02018478
  0.2007216  -0.01837053  0.09067593 -0.01411934 -0.0279412  -0.07543622
  0.00456916  0.25164506 -0.04799602  0.07222934 -0.02685118 -0.10865242
 -0.24666433  0.16630983  0.03185036  0.02701515  0.02970068  0.17100869
 -0.03516587  0.04861813 -0.01076749  0.10080195  0.00430668 -0.1242516
  0.21966074  0.0774695   0.00513432  0.06825622  0.1481459   0.1407732
  0.09630757  0.24705464 -0.00627116 -0.07670693 -0.05555909  0.03085143
 -0.00482701  0.01603852  0.16584535  0.10762496 -0.02441402 -0.24835688
  0.25854573 -0.12170344 -0.21625194 -0.00260572 -0.01255876 -0.12819412
  0.09173098  0.07910528 -0.00673022  0.03281625  0.1772103  -0.02099974
 -0.02032     0.08807787  0.21634479 -0.00938646  0.24523216 -0.17812397
 -0.05529753  0.00972458  0.13966271 -0.29250124 -0.18511924  0.04011824
  0.22480774 -0.09283889  0.06925697 -0.08590901  0.13367468  0.00149812
  0.2546087   0.04631203  0.10364626 -0.11005629 -0.03881734 -0.0199187
  0.13184549 -0.0306944   0.0110109   0.06053044  0.02985349 -0.02521129
 -0.14322656  0.02644939  0.04219387 -0.24343805  0.07471729 -0.0512876
  0.26283643 -0.01045435 -0.0096461  -0.04919903]"
